,STORE_NUMBER,SKU_NUMBER,PART_TYPE,PLATFORM_CLUSTER_NAME,APPLICATION_COUNT,POP_EST_CY,POP_DENSITY_CY,PCT_WHITE,AGE,PCT_COLLEGE,PCT_BLUE_COLLAR,MEDIAN_HOUSEHOLD_INCOME,ESTABLISHMENTS,SKU_EXISTENCE_PY,SKU_STORE_PDQ_PY,TOTAL_VIO_PY,LOST_QTY_PY,AVG_CLUSTER_UNIT_SALES_PY,AVG_CLUSTER_LOST_SALES_PY,ROAD_QUALITY_INDEX,VIO_COMPARED_TO_CLUSTER_PY,ADJUSTED_AVG_CLUSTER_SALES_PY,QTY_SOLD_PPY,QTY_SOLD_PY,AVG_CLUSTER_TOTAL_SALES_PY,SALES_SIGNAL_PY,ADJUSTED_LIFECYCLE_PY,PCT_OF_LIFECYCLE_REMAINING,LIFECYCLE_PRE_PEAK_POST,ADJ_AVG_CLUSTER_LOST_SALES_PY,ADJ_AVG_CLUSTER_TOTAL_SALES_PY,py_unit_sales,ppy_unit_sales,py_gross_sales,ppy_gross_sales,py_sales_cost,ppy_sales_cost,PROJECTED_GROWTH_PCT_PY,OTHER_UNIT_PLS_LOST_SALES_PPY,OTHER_UNIT_PLS_LOST_SALES_PY,MPOG_ID,py_qty_sold_transfer,py_qty_sold_on_hand,ppy_qty_sold_transfer,ppy_qty_sold_on_hand,qty_sold_py_diy,qty_sold_py_difm,qty_sold_ppy_diy,qty_sold_ppy_difm
214,2001,1687,0,64.0,0,17669.04,0.006973999999999999,0.11,34.27,0.16,0.17,48396.4,358.84,0,0,0.0,0,0.0,0.0,34.6,1.5513313602697167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2013,133,0,67.0,154,11273.69,0.004448,0.11,34.17,0.15,0.21,49494.0,257.43,11,11,129.34619700000002,0,0.15,0.0,95.4,0.8957750840356069,0.134366262605341,0.0,0.0,0.15,0.0,4.82,0.1200470684801498,1,0.0,0.134366262605341,405.0,532.0,0.0,0.0,0.0,0.0,-0.0201511335012594,23.0,33.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2013,774,0,67.0,318,11273.69,0.004448,0.11,34.17,0.15,0.21,49494.0,257.43,11,11,176.52009725000005,0,1.15,0.0,95.4,0.8957750840356069,1.0301413466409481,0.0,0.0,1.15,0.0,0.44,0.6487178007348839,2,0.0,1.0301413466409481,10624.0,7439.0,0.0,0.0,0.0,0.0,-0.3988017225238719,6658.0,11271.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2013,1334,3,67.0,1038,11273.69,0.004448,0.11,34.17,0.15,0.21,49494.0,257.43,11,11,858.8166322499999,0,0.07,0.0,95.4,0.8957750840356069,0.0627042558824925,0.0,0.0,0.07,0.0,2.27,0.3689285456719515,1,0.0,0.0627042558824925,5480.0,1661.0,0.0,0.0,0.0,0.0,-0.1345694877914448,22.0,65.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2013,1434,0,67.0,53,11273.69,0.004448,0.11,34.17,0.15,0.21,49494.0,257.43,11,11,25.555027000000006,0,0.0,0.0,95.4,0.8957750840356069,0.0,0.0,0.0,0.0,0.0,0.0,0.9305409422279048,2,0.0,0.0,159.0,289.0,0.0,0.0,0.0,0.0,-0.8555555555555555,416.0,145.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,2013,1661,0,67.0,0,11273.69,0.004448,0.11,34.17,0.15,0.21,49494.0,257.43,0,0,0.0,0,0.0,0.0,95.4,0.8957750840356069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2013,1695,0,67.0,0,11273.69,0.004448,0.11,34.17,0.15,0.21,49494.0,257.43,0,0,0.0,0,0.0,0.0,95.4,0.8957750840356069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2014,133,0,2.0,154,8972.18,0.0070810000000000005,0.04,31.0,0.18,0.18,48485.91,186.91,11,11,17.913178750000004,0,0.05,0.0,76.7,0.7865416161150376,0.0393270808057518,0.0,0.0,0.05,0.0,4.82,0.1200470684801498,1,0.0,0.0393270808057518,405.0,532.0,0.0,0.0,0.0,0.0,-0.0201511335012594,23.0,33.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2015,1003,0,58.0,101,8613.07,0.000958,0.24,33.33,0.11,0.21,70604.02,222.27,11,11,4.278724250000002,0,0.16,0.0,249.1,0.772597076846104,0.1236155322953766,0.0,0.0,0.16,0.0,4.84,0.1200470684801498,1,0.0,0.1236155322953766,2025.0,990.0,0.0,0.0,0.0,0.0,-0.4740417273168364,228.0,232.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2016,1663,0,29.0,0,9426.56,0.009427,0.04,35.23,0.11,0.21,44286.82,87.23,0,0,0.0,0,0.0,0.0,12.0,0.78664563020788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2016,1696,0,29.0,0,9426.56,0.009427,0.04,35.23,0.11,0.21,44286.82,87.23,0,0,0.0,0,0.0,0.0,12.0,0.78664563020788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2018,859,0,42.0,0,12653.63,0.010153,0.22,31.43,0.15,0.15,44865.03,631.09,11,11,33.420813499999994,0,0.0,0.0,93.6,1.0387360682808628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,-1.0,8.0,0.0,0.0,0.0,0.0,-1.0,67.0,22.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2018,1107,0,42.0,17,12653.63,0.010153,0.22,31.43,0.15,0.15,44865.03,631.09,11,11,7.341491250000002,0,0.11,0.0,93.6,1.0387360682808628,0.1142609675108949,0.0,0.0,0.11,0.0,0.0,0.9305409422279048,2,0.0,0.1142609675108949,2385.0,585.0,0.0,0.0,0.0,0.0,0.2815325010761946,580.0,1137.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2019,1829,3,15.0,25,7008.37,0.008458,0.0,33.82,0.09,0.23,48213.69,186.65,11,11,3.80999375,0,0.08,0.0,68.4,0.5132710113671688,0.0410616809093735,0.0,0.0,0.08,0.0,4.76,0.1442605798091209,1,0.0,0.0410616809093735,4305.0,4211.0,0.0,0.0,0.0,0.0,-0.0840083314047674,19.0,23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2020,216,3,81.0,338,22679.34,0.007992,0.29,35.04,0.12,0.19,49891.86,550.48,11,11,212.78986650000002,0,0.2,0.0,16.7,0.8449589061271251,0.168991781225425,0.0,0.0,0.2,0.0,1.55,0.4864012731113012,2,0.0,0.168991781225425,1173.0,2831.0,0.0,0.0,0.0,0.0,-0.4076858813700919,386.0,242.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2020,1667,0,81.0,0,22679.34,0.007992,0.29,35.04,0.12,0.19,49891.86,550.48,0,0,0.0,0,0.0,0.0,16.7,0.8449589061271251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2021,327,0,24.0,32,13433.58,0.002188,0.02,35.29,0.15,0.18,59203.29,387.84,11,11,80.85834274999998,0,0.2,0.0,109.4,0.9393758023871864,0.1878751604774373,0.0,0.0,0.2,0.0,0.13,0.7024336801563096,2,0.0,0.1878751604774373,855.0,919.0,0.0,0.0,0.0,0.0,-0.213704994192799,18.0,21.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2027,634,0,88.0,83,23115.2,0.0016170000000000002,0.11,29.7,0.16,0.14,56685.14,399.45,11,11,57.984685999999996,0,0.74,0.0,205.2,1.6452055481303858,1.2174521056164855,0.0,0.0,0.74,0.0,0.39,0.6487178007348839,2,0.0,1.2174521056164855,2778.0,3843.0,0.0,0.0,0.0,0.0,-0.3825311942959001,4311.0,3582.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2028,1660,0,39.0,0,12118.04,0.008783,0.05,32.6,0.12,0.21,49214.7,310.37,0,0,0.0,0,0.0,0.0,48.8,0.6353908466296034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2032,1625,0,43.0,0,9760.5,0.0032189999999999996,0.09,33.64,0.15,0.18,46144.09,304.64,1,1,0.0,0,0.0,0.0,44.3,1.2064691790475501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,2032,1703,0,43.0,0,9760.5,0.0032189999999999996,0.09,33.64,0.15,0.18,46144.09,304.64,0,0,0.0,0,0.0,0.0,44.3,1.2064691790475501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2035,1498,0,11.0,33,18425.42,0.000391,0.2,33.5,0.11,0.16,69469.51,780.61,11,11,249.52199224999995,2,0.03,0.0,486.0,1.4342421402124759,0.0430272642063742,0.0,0.0,0.03,2.0,0.0,0.9305409422279048,2,0.0,0.0430272642063742,443.0,1147.0,0.0,0.0,0.0,0.0,-0.7782426778242678,2434.0,2572.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2038,1655,0,50.0,0,18334.56,0.004898,0.11,35.6,0.18,0.15,49815.18,523.28,0,0,0.0,0,0.0,0.0,101.7,1.3030459561828676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,2040,1676,0,47.0,0,17909.81,0.007515999999999999,0.15,36.21,0.15,0.2,47519.62,829.98,0,0,0.0,0,0.0,0.0,25.3,0.9832854451579448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2040,1694,0,47.0,0,17909.81,0.007515999999999999,0.15,36.21,0.15,0.2,47519.62,829.98,0,0,0.0,0,0.0,0.0,25.3,0.9832854451579448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,2040,1715,0,47.0,0,17909.81,0.007515999999999999,0.15,36.21,0.15,0.2,47519.62,829.98,0,0,0.0,0,0.0,0.0,25.3,0.9832854451579448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2041,1885,0,82.0,939,15933.86,0.001004,0.06,32.13,0.1,0.17,83114.37,541.32,11,11,60.21204074999999,0,0.21,0.0,53.7,1.0332295226964456,0.2169781997662535,0.0,0.0,0.21,0.0,1.33,0.3226245388477742,2,0.0,0.2169781997662535,2453.0,2969.0,0.0,0.0,0.0,0.0,-0.0125760649087221,240.0,263.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,2042,1717,0,94.0,0,29394.46,0.005528,0.01,33.64,0.13,0.19,48305.7,820.81,0,0,0.0,0,0.0,0.0,87.6,1.6127360482640982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2043,1392,0,54.0,133,8140.79,0.022005,0.01,35.76,0.15,0.16,47256.43,249.38,11,11,51.296438250000016,0,1.0,0.0,84.5,0.9009684462482138,0.9009684462482138,0.0,0.0,1.0,0.0,0.64,0.5100954046818882,1,0.0,0.9009684462482138,12576.0,2040.0,0.0,0.0,0.0,0.0,0.2968634837441651,943.0,2364.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2050,1586,0,79.0,0,15541.9,0.009498999999999999,0.02,36.17,0.13,0.18,41707.52,311.17,10,10,17.1061045,0,0.38,0.0,15.9,1.1569907844966032,0.4396564981087092,0.0,0.0,0.38,0.0,0.0,1.0,2,0.0,0.4396564981087092,4172.0,0.0,0.0,0.0,0.0,0.0,0.4232616940581542,0.0,587.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2050,1662,0,79.0,0,15541.9,0.009498999999999999,0.02,36.17,0.13,0.18,41707.52,311.17,0,0,0.0,0,0.0,0.0,15.9,1.1569907844966032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,2060,1896,0,81.0,91,14706.29,0.008075,0.32,35.4,0.11,0.19,55075.2,339.53,11,11,61.64746574999999,0,0.07,0.0,16.7,1.136333961057663,0.0795433772740364,0.0,0.0,0.07,0.0,0.57,0.4241108314231186,2,0.0,0.0795433772740364,603.0,705.0,0.0,0.0,0.0,0.0,-0.0983870967741935,31.0,41.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2080,1068,3,99.0,126,11085.81,0.003901,0.79,33.46,0.13,0.18,53959.35,236.78,11,11,42.18851775,0,1.34,0.0,97.6,0.7875736371432491,1.055348673771954,0.0,0.0,1.34,0.0,2.82,0.2840709279822708,1,0.0,1.055348673771954,8178.0,9145.0,0.0,0.0,0.0,0.0,-0.0352623172379899,6115.0,6767.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,2080,1718,0,99.0,0,11085.81,0.003901,0.79,33.46,0.13,0.18,53959.35,236.78,0,0,0.0,0,0.0,0.0,97.6,0.7875736371432491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2090,1333,3,13.0,79,27203.1,0.006997,0.04,35.1,0.13,0.2,49426.21,686.99,11,11,171.6823125,0,0.03,0.0,25.3,1.1279271597375145,0.0338378147921254,0.0,0.0,0.03,0.0,5.48,0.1078865404100875,1,0.0,0.0338378147921254,314.0,193.0,0.0,0.0,0.0,0.0,-0.2467948717948718,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,2101,1733,0,90.0,0,9652.48,0.003164,0.15,33.92,0.14,0.14,58042.57,358.86,0,0,0.0,0,0.0,0.0,123.6,0.7203331112175977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,2104,1705,0,74.0,0,12411.37,0.010695999999999999,0.02,36.48,0.14,0.17,41484.33,220.35,0,0,0.0,0,0.0,0.0,28.3,0.7025302362990329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,2106,1675,0,78.0,0,9232.59,0.00495,0.3,32.96,0.18,0.17,56697.07,146.64,0,0,0.0,0,0.0,0.0,123.6,2.0194165298929336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2106,1688,0,78.0,0,9232.59,0.00495,0.3,32.96,0.18,0.17,56697.07,146.64,0,0,0.0,0,0.0,0.0,123.6,2.0194165298929336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,2106,1731,0,78.0,0,9232.59,0.00495,0.3,32.96,0.18,0.17,56697.07,146.64,0,0,0.0,0,0.0,0.0,123.6,2.0194165298929336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2106,1777,5,78.0,0,9232.59,0.00495,0.3,32.96,0.18,0.17,56697.07,146.64,0,0,69.14797875,0,0.0,0.0,123.6,2.0194165298929336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2107,280,0,62.0,0,10203.74,0.002372,0.26,32.25,0.18,0.15,58335.23,395.38,11,11,0.0,0,0.0,0.0,123.6,0.9675042176217497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,82.0,16.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2107,1728,0,62.0,0,10203.74,0.002372,0.26,32.25,0.18,0.15,58335.23,395.38,0,0,0.0,0,0.0,0.0,123.6,0.9675042176217497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,2110,1735,0,79.0,0,13104.61,0.010938,0.03,37.11,0.12,0.15,39989.57,205.69,0,0,0.0,0,0.0,0.0,15.9,1.2128835077558326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2110,1758,5,79.0,0,13104.61,0.010938,0.03,37.11,0.12,0.15,39989.57,205.69,0,0,46.91956,0,0.0,0.0,15.9,1.2128835077558326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2111,846,3,81.0,199,11194.32,0.007215000000000001,0.02,36.78,0.14,0.19,42464.93,233.23,11,11,78.37384150000003,0,0.02,0.0,15.9,0.9935610467368424,0.0198712209347368,0.0,0.0,0.02,0.0,0.88,0.5573061455750496,2,0.0,0.0198712209347368,502.0,231.0,0.0,0.0,0.0,0.0,-0.258893280632411,17.0,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2115,1639,3,90.0,0,9285.84,0.002687,0.16,33.42,0.15,0.11,60090.14,355.3,0,0,42.47656350000001,0,0.0,0.0,123.6,0.6909432109431516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2118,1696,0,81.0,0,13025.29,0.005254,0.33,35.6,0.15,0.2,69345.24,373.08,0,0,0.0,0,0.0,0.0,97.6,1.3731172862629009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2119,1662,0,33.0,0,8638.74,0.014361,0.01,36.3,0.11,0.16,40457.45,172.97,0,0,0.0,0,0.0,0.0,15.9,0.7312559449022611,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2120,1648,0,67.0,0,10968.11,0.007541,0.26,35.63,0.14,0.19,49431.35,247.74,0,0,0.0,0,0.0,0.0,36.7,1.8500149731070752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2121,1577,3,62.0,0,8443.95,0.004021,0.3,33.25,0.16,0.18,58254.77,188.58,10,10,33.77888425,0,0.47,0.01,123.6,0.9400358886521738,0.4418168676665217,0.0,0.0,0.48,0.0,0.0,1.0,2,0.0094003588865217,0.4512172265530434,507.0,0.0,0.0,0.0,0.0,0.0,1.8571428571428568,0.0,538.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2121,1698,0,62.0,0,8443.95,0.004021,0.3,33.25,0.16,0.18,58254.77,188.58,0,0,0.0,0,0.0,0.0,123.6,0.9400358886521738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2123,1039,3,74.0,41,7977.04,0.010334000000000001,0.05,36.9,0.15,0.17,38065.75,117.78,11,11,6.131475999999998,0,0.03,0.0,15.9,0.5346464106216935,0.0160393923186508,0.0,0.0,0.03,0.0,6.22,0.0761185246221048,1,0.0,0.0160393923186508,1101.0,2700.0,0.0,0.0,0.0,0.0,-0.1725092250922509,1700.0,1412.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2127,588,0,99.0,367,13275.7,0.0033759999999999997,0.62,32.48,0.16,0.17,54022.07,389.99,11,11,72.44002125,0,0.49,0.0,123.6,1.0669085736595212,0.5227852010931654,0.0,0.0,0.49,0.0,0.73,0.596614196804651,2,0.0,0.5227852010931654,2048.0,1125.0,0.0,0.0,0.0,0.0,0.2218362282878412,2853.0,3663.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2127,1567,0,99.0,81,13275.7,0.0033759999999999997,0.62,32.48,0.16,0.17,54022.07,389.99,11,11,15.127951499999998,0,0.0,0.0,123.6,1.0669085736595212,0.0,0.0,0.0,0.0,0.0,0.0,0.9305409422279048,2,0.0,0.0,137.0,10.0,0.0,0.0,0.0,0.0,-0.2394366197183098,4.0,156.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2127,1891,0,99.0,273,13275.7,0.0033759999999999997,0.62,32.48,0.16,0.17,54022.07,389.99,11,11,87.25387600000002,0,0.15,0.0,123.6,1.0669085736595212,0.1600362860489281,0.0,0.0,0.15,0.0,0.98,0.4241108314231186,2,0.0,0.1600362860489281,772.0,1014.0,0.0,0.0,0.0,0.0,-0.0283870967741935,70.0,82.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2128,254,0,81.0,0,7806.76,0.007926,0.27,35.69,0.13,0.23,45660.27,180.6,11,11,11.52616575,0,0.42,0.0,16.7,0.9556624499075824,0.4013782289611846,0.0,0.0,0.42,0.0,0.0,1.0,2,0.0,0.4013782289611846,2728.0,1.0,0.0,0.0,0.0,0.0,0.9922269724057521,50.0,405.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2129,154,0,81.0,72,9012.56,0.0060079999999999995,0.28,34.81,0.17,0.17,71771.45,372.58,11,11,1.3906094999999998,0,0.57,0.0,97.6,1.09959795079342,0.6267708319522493,0.0,0.0,0.57,0.0,0.68,0.550607988421805,2,0.0,0.6267708319522493,3798.0,4570.0,0.0,0.0,0.0,0.0,-0.0396429509057495,108.0,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2129,1467,3,81.0,344,9012.56,0.0060079999999999995,0.28,34.81,0.17,0.17,71771.45,372.58,11,11,127.44566675,0,0.42,0.0,97.6,1.09959795079342,0.4618311393332363,0.0,0.0,0.42,0.0,2.21,0.3689285456719515,1,0.0,0.4618311393332363,3396.0,456.0,0.0,0.0,0.0,0.0,0.1158115811581158,7.0,80.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2129,1502,0,81.0,35,9012.56,0.0060079999999999995,0.28,34.81,0.17,0.17,71771.45,372.58,11,11,32.78809525,0,0.05,0.0,97.6,1.09959795079342,0.054979897539670995,0.0,0.0,0.05,0.0,0.0,0.9721508203934476,2,0.0,0.054979897539670995,204.0,644.0,0.0,0.0,0.0,0.0,-0.9434782608695652,86.0,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2129,1508,0,81.0,17,9012.56,0.0060079999999999995,0.28,34.81,0.17,0.17,71771.45,372.58,11,11,4.63908825,0,0.0,0.0,97.6,1.09959795079342,0.0,0.0,0.0,0.0,0.0,0.0,0.9305409422279048,2,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,2131,445,3,81.0,569,9790.45,0.0050810000000000004,0.17,34.4,0.13,0.19,73145.23,183.37,11,11,120.76271400000002,0,0.57,0.03,97.6,1.3251867079200133,0.7553564235144075,0.0,0.0,0.6,0.0,0.54,0.8952113690687983,2,0.0397556012376004,0.7951120247520079,11523.0,4094.0,0.0,0.0,0.0,0.0,0.2144930085304722,1058.0,3220.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2131,1512,0,81.0,54,9790.45,0.0050810000000000004,0.17,34.4,0.13,0.19,73145.23,183.37,11,11,18.83356175,0,0.12,0.02,97.6,1.3251867079200133,0.1590224049504016,0.0,0.0,0.14,0.0,0.0,0.9721508203934476,3,0.0265037341584002,0.1855261391088018,1464.0,93.0,0.0,0.0,0.0,0.0,0.4290730337078651,122.0,1355.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2131,1716,0,81.0,0,9790.45,0.0050810000000000004,0.17,34.4,0.13,0.19,73145.23,183.37,0,0,0.0,0,0.0,0.0,97.6,1.3251867079200133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2133,859,0,43.0,0,14988.95,0.005062,0.12,34.45,0.17,0.2,60111.16,396.46,11,11,58.19596800000001,0,0.0,0.0,28.3,1.7900112056467343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,-1.0,8.0,0.0,0.0,0.0,0.0,-1.0,67.0,22.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
